,latitude,longitude
6236,38.7366667,-76.5897222
6237,40.0150000,-105.2700000
6238,40.1438889,-75.1161111
6239,41.6283333,-70.3875000
6240,40.0177778,-79.5897222
6241,42.2458333,-84.4013889
6242,26.5625000,-81.9497222
6243,32.7447222,-116.9980556
6244,36.1075000,-83.2869444
6245,47.2530556,-122.4430556
6246,47.8680556,-121.7391667
6247,47.2530556,-122.4430556
6248,33.7869444,-84.4350000
6249,41.7636111,-72.6855556
6250,50.45,-104.616667
6251,29.7944444,-98.7316667
6252,35.8455556,-86.3902778
6253,43.1200000,-85.5600000
6254,37.6922222,-97.3372222
6255,33.7866667,-97.7255556
6256,31.7586111,-106.4863889
6257,33.7455556,-117.8669444
6258,61.2180556,-149.9002778
6259,41.334209,-82.674611
6260,46.8722222,-113.9930556
6261,43.683333,-79.766667
6262,29.7630556,-95.3630556
6263,32.7152778,-117.1563889
6264,39.7391667,-104.9841667
6265,41.9238889,-89.0686111
6266,47.0530556,-122.2930556
6267,42.5158333,-73.6105556
6268,47.9786111,-122.3544444
6269,32.5838889,-117.1122222
6270,42.1947222,-122.7083333
6271,34.0136111,-83.8277778
6272,34.0136111,-83.8277778
6273,45.7833333,-108.5000000
6274,41.668889,-87.820278
6275,44.8433333,-122.9516667
6276,41.436427,-70.607669
6277,43.6136111,-116.2025000
6278,38.7522222,-121.2869444
6279,46.1416667,-88.0938889
6280,43.0605556,-88.1063889
6281,41.1569444,-83.4169444
6282,42.7325000,-84.5555556
6283,40.0455556,-86.0086111
6284,42.5802778,-83.0302778
6285,42.6583333,-83.1500000
6286,43.4194444,-83.9508333
6287,42.4605556,-83.6516667
6288,41.3683333,-82.1077778
6289,43.2286111,-88.1102778
6290,42.7533333,-84.7463889
6291,42.8263889,-84.2194444
6292,43.866667,-79.033333
6293,43.866667,-79.033333
6294,41.2400000,-83.6433333
6295,41.2400000,-83.6433333
6296,42.1,-83.1
6297,39.0991667,-76.5361111
6298,33.8247222,-87.0861111
6299,42.4394444,-83.7438889
6300,41.1475000,-73.9897222
6301,39.1619444,-84.4569444
6302,34.1063889,-117.5922222
6303,35.8680556,-83.5619444
6304,36.6002778,-121.8936111
6305,42.2188889,-70.7861111
6306,29.4238889,-98.4933333
6307,34.1397222,-118.0344444
6308,42.899973,-85.829905
6309,34.1361111,-117.8644444
6310,34.1361111,-117.8644444
6311,53.567471,-0.080784
6312,33.3941667,-104.5225000
6313,41.5733333,-87.7844444
6314,39.0911111,-94.4152778
6315,41.4036111,-95.0136111
6316,37.8391667,-94.3544444
6317,37.2152778,-93.2980556
6318,-24.416667,150.5
6319,39.7391667,-104.9841667
6320,32.3413889,-90.3216667
6321,28.5380556,-81.3794444
6322,46.9422222,-122.6047222
6323,47.6063889,-122.3308333
6324,47.8108333,-122.3761111
6325,29.7630556,-95.3630556
6326,29.1869444,-82.1402778
6327,39.4300000,-77.8044444
6328,38.5816667,-121.4933333
6329,29.7352778,-94.9772222
6330,33.3941667,-104.5225000
6331,49.25,-123.133333
6332,49.25,-123.133333
6333,47.6063889,-122.3308333
6334,47.6063889,-122.3308333
6335,30.6322222,-87.0397222
6336,33.508726,-94.616319
6337,48.2413889,-122.3694444
6338,43.25,-79.833333
6339,30.6925000,-94.1775000
6340,49.25,-123.133333
6341,42.9855556,-95.8733333
6342,44.9727778,-74.7313889
6343,41.4372222,-71.5019444
6344,44.1486111,-73.3408333
6345,40.7691667,-80.0630556
6346,32.2216667,-110.9258333
6347,47.6063889,-122.3308333
6348,43.1836111,-89.2136111
6349,53.5,-2.216667
6350,41.5261111,-87.8891667
6351,41.8500000,-87.6500000
6352,47.6063889,-122.3308333
6353,35.649714,-82.613303
6354,33.8080556,-84.1702778
6355,40.7886111,-73.6000000
6356,35.4661111,-82.5166667
6357,41.5733333,-87.7844444
6358,37.9886111,-84.4777778
6359,41.5733333,-87.7844444
6360,41.5733333,-87.7844444
6361,41.6266667,-93.7119444
6362,41.573144,-87.793294
6363,41.5733333,-87.7844444
6364,41.5733333,-87.7844444
6365,41.5733333,-87.7844444
6366,41.5733333,-87.7844444
6367,41.5733333,-87.7844444
6368,41.5733333,-87.7844444
6369,41.5733333,-87.7844444
6370,41.5733333,-87.7844444
6371,41.5733333,-87.7844444
6372,41.5733333,-87.7844444
6373,41.5733333,-87.7844444
6374,41.4958333,-87.8486111
6375,41.581143,-87.800002
6376,41.5733333,-87.7844444
6377,41.5733333,-87.7844444
6378,41.5038889,-87.7130556
6379,41.6027778,-87.7438889
6380,41.5852778,-87.8430556
6381,41.5852778,-87.8430556
6382,41.6302778,-87.8538889
6383,41.6302778,-87.8538889
6384,47.6063889,-122.3308333
6385,41.5733333,-87.7844444
6386,41.5733333,-87.7844444
6387,41.5733333,-87.7844444
6388,41.5733333,-87.7844444
6389,41.5733333,-87.7844444
6390,41.5733333,-87.7844444
6391,41.5733333,-87.7844444
6392,41.5733333,-87.7844444
6393,41.5733333,-87.7844444
6394,41.5733333,-87.7844444
6395,41.5733333,-87.7844444
6396,41.5733333,-87.7844444
6397,41.5733333,-87.7844444
6398,41.5733333,-87.7844444
6399,41.5733333,-87.7844444
6400,41.5733333,-87.7844444
6401,41.5733333,-87.7844444
6402,41.5733333,-87.7844444
6403,41.5733333,-87.7844444
6404,38.907231,-77.036464
6405,41.5733333,-87.7844444
6406,41.4225000,-87.9858333
6407,41.5733333,-87.7844444
6408,41.5733333,-87.7844444
6409,41.5733333,-87.7844444
6410,41.5733333,-87.7844444
6411,41.5261111,-87.8891667
6412,41.6302778,-87.8538889
6413,41.5733333,-87.7844444
6414,41.5733333,-87.7844444
6415,41.5733333,-87.7844444
6416,41.5733333,-87.7844444
6417,41.5733333,-87.7844444
6418,41.5852778,-87.8430556
6419,41.6302778,-87.8538889
6420,41.5733333,-87.7844444
6421,41.4958333,-87.8486111
6422,31.1430556,-89.4097222
6423,41.5733333,-87.7844444
6424,41.5733333,-87.7844444
6425,41.5733333,-87.7844444
6426,41.5733333,-87.7844444
6427,41.5733333,-87.7844444
6428,41.5733333,-87.7844444
6429,41.5733333,-87.7844444
6430,41.5733333,-87.7844444
6431,35.4661111,-82.5166667
6432,44.5191667,-88.0197222
6433,44.5191667,-88.0197222
6434,41.5733333,-87.7844444
6435,41.5733333,-87.7844444
6436,41.5733333,-87.7844444
6437,38.6580556,-77.2500000
6438,41.6027778,-87.7438889
6439,41.5852778,-87.8430556
6440,41.6302778,-87.8538889
6441,35.8263889,-82.5494444
6442,41.6105556,-86.7225000
6443,38.0291667,-78.4769444
6444,34.425367,-97.148629
6445,40.9311111,-73.8991667
6446,35.6838889,-82.0094444
6447,36.1750000,-115.1363889
6448,40.5186111,-74.4125000
6449,38.1041667,-122.2555556
6450,30.4455556,-86.5791667
6451,39.2902778,-76.6125000
6452,41.5769444,-73.4088889
6453,51.514125,-.093689
6454,41.7002778,-73.9213889
6455,39.3397222,-74.5755556
6456,39.2063889,-76.9433333
6457,39.6836111,-75.7500000
6458,33.5091667,-111.8983333
6459,33.577735,-111.925048
6460,39.9375000,-77.6613889
6461,-25.274398,133.775136
6462,33.5091667,-111.8983333
6463,36.5950000,-82.1888889
6464,38.2494444,-122.0388889
6465,46.183333,-62.883333
6466,38.9736111,-75.8052778
6467,38.1019444,-79.3183333
6468,40.975614,-78.525024
6469,36.0725000,-79.7922222
6470,40.3266667,-78.9222222
6471,34.2283333,-118.5358333
6472,40.1488889,-79.5413889
6473,39.1155556,-77.5638889
6474,38.0291667,-78.4769444
6475,35.9172222,-82.3011111
6476,40.0377778,-76.3058333
6477,39.220256,-77.424284
6478,36.5950000,-82.1888889
6479,33.971751,-77.917599
6480,32.1344444,-97.4738889
6481,34.2283333,-118.5358333
6482,40.7608333,-111.8902778
6483,41.6302778,-87.8538889
6484,49.25,-123.133333
6485,41.8500000,-87.6500000
6486,34.4436111,-118.6086111
6487,47.6063889,-122.3308333
6488,48.8800000,-115.0525000
6489,43.5391667,-89.4625000
6490,45.3841667,-122.7627778
6491,47.5391667,-122.1544444
6492,48.188188,17.257228
6493,41.5733333,-87.7844444
6494,53.5,-2.216667
6495,45.7544444,-122.8763889
6496,29.5686111,-97.9644444
6497,44.9444444,-93.0930556
6498,41.7208333,-73.9605556
6499,40.8841667,-72.9377778
6500,44.6397222,-73.1108333
6501,38.8338889,-104.8208333
6502,51.883333,.9
6503,38.907231,-77.036464
6504,41.8800000,-88.0077778
6505,39.3916667,-81.2052778
6506,36.7108333,-82.3016667
6507,25.8572222,-80.2783333
6508,38.2775000,-85.7372222
6509,38.4222222,-83.7338889
6510,41.3175000,-81.3455556
6511,35.9250000,-86.8688889
6512,51.514125,-.093689
6513,43.0058333,-84.3716667
6514,33.5008333,-86.7522222
6515,42.3750000,-71.1061111
6516,47.6588889,-117.4250000
6517,41.5066667,-90.5150000
6518,40.5530556,-79.7575000
6519,41.4372222,-71.5019444
6520,35.1894444,-114.0522222
6521,44.0463889,-123.0208333
6522,27.9455556,-82.2580556
6523,41.3197222,-81.6269444
6524,38.8105556,-90.6997222
6525,34.0230556,-84.3616667
6526,33.7877778,-117.8522222
6527,52.05,-2.716667
6528,47.4272222,-92.9375000
6529,38.5130556,-90.4358333
6530,34.0522222,-118.2427778
6531,42.145418,-86.246334
6532,33.8622222,-118.3986111
6533,33.9547222,-118.2111111
6534,42.1291667,-80.0852778
6535,40.1052778,-85.6802778
6536,35.8844444,-84.1536111
6537,34.6627778,-106.7758333
6538,33.886917,9.537499
6539,41.6105556,-87.0641667
6540,39.7683333,-86.1580556
6541,41.8500000,-87.6500000
6542,45.5872222,-122.3983333
6544,41.2586111,-95.9375000
6545,36.1302778,-118.8172222
6546,44.7433333,-92.8522222
6547,34.0194444,-118.4902778
6548,27.8002778,-97.3961111
6549,52.466667,-1.916667
6550,42.3241667,-83.4002778
6551,30.6277778,-96.3341667
6552,44.192768,-78.057677
6553,36.1750000,-115.1363889
6554,26.9338889,-80.0944444
6555,38.910841,-94.382172
6556,40.8963889,-78.2208333
6557,41.9847222,-88.0797222
6558,41.7108333,-87.7580556
6559,41.4152778,-81.5661111
6560,52.355817,-7.690255
6561,40.4405556,-79.9961111
6562,39.1619444,-84.4569444
6563,26.9338889,-80.0944444
6564,34.2283333,-118.5358333
6565,38.8105556,-90.6997222
6566,41.3325000,-73.2077778
6567,35.5847222,-80.8102778
6568,28.1875000,-82.7397222
6569,44.8008333,-122.7933333
6570,41.2083333,-122.2708333
6571,40.0311111,-81.5886111
6572,37.8091667,-85.4669444
6573,37.4575000,-83.2511111
6574,38.8338889,-104.8208333
6575,42.533197,-73.7463
6576,33.8358333,-118.3397222
6577,41.9163889,-83.3977778
6578,43.1977778,-70.8741667
6579,41.4047222,-81.7230556
6580,37.6922222,-97.3372222
6581,36.8252778,-119.7019444
6582,47.6063889,-122.3308333
6583,37.6941667,-122.0852778
6584,39.9355556,-91.4097222
6585,34.1705556,-118.8366667
6586,27.3361111,-82.5308333
6587,41.5875000,-109.2022222
6588,30.316495,78.032192
6589,40.0377778,-76.3058333
6590,39.3175000,-74.5950000
6591,43.6613889,-70.2558333
6592,40.2858333,-76.6505556
6593,41.9163889,-83.3977778
6594,42.3533333,-88.0933333
6595,32.8572222,-116.9213889
6596,37.3433333,-85.3419444
6597,43.670399,-121.503636
6598,-33.382588,151.354051
6599,47.2572222,-122.7572222
6600,30.0969444,-95.6158333
6601,38.9783333,-76.4925000
6602,30.1577778,-95.4891667
6603,39.8083333,-104.9333333
6604,34.7463889,-92.2894444
6605,42.1211111,-88.2577778
6606,30.1708333,-95.6822222
6607,61.2180556,-149.9002778
6608,36.1750000,-115.1363889
6609,36.0725000,-79.7922222
6610,35.7825000,-80.8875000
6611,39.1855556,-78.1636111
6612,38.5816667,-121.4933333
6613,35.08132,-89.540456
6614,36.8527778,-75.9783333
6615,32.7152778,-117.1563889
6616,26.3583333,-80.0833333
6617,29.1869444,-82.1402778
6618,28.8002778,-81.2733333
6619,34.6227778,-97.3961111
6620,33.8358333,-118.3397222
6621,39.6133333,-105.0161111
6622,33.2486111,-111.6336111
6623,36.9741667,-122.0297222
6624,34.0522222,-118.2427778
6625,27.888182,-82.336047
6626,64.8377778,-147.7163889
6627,33.9241667,-84.3786111
6628,35.4419444,-97.4405556
6629,28.9886111,-80.9025000
6630,43.605289,-116.416977
6631,39.9900000,-84.5533333
6632,37.7525000,-83.0688889
6633,47.4158333,-120.2919444
6635,55.416667,-104.55
6636,40.7141667,-74.0063889
6637,43.2366667,-83.9063889
6638,32.9480556,-96.7294444
6639,33.4708333,-81.9750000
6640,35.3733333,-119.0177778
6641,40.4597222,-78.5919444
6642,35.77959,-78.638179
6644,34.045288,-117.943675
6645,35.6869444,-105.9372222
6646,37.9963889,-105.6991667
6647,41.3205556,-73.0894444
6648,28.9669444,-98.4783333
6649,40.8758333,-75.7327778
6650,31.5491667,-97.1463889
6651,24.5552778,-81.7827778
6652,37.7272222,-89.2166667
6653,41.088028,-73.516538
6654,44.7983333,-69.8897222
6655,32.6516667,-96.9080556
6656,45.780949,-122.533431
6657,45.4077778,-122.5691667
6658,47.2530556,-122.4430556
6659,45.4872222,-122.8025000
6660,44.9430556,-123.0338889
6661,47.6063889,-122.3308333
6662,45.3000000,-122.7725000
6663,42.6486111,-122.8094444
6664,42.6486111,-122.8094444
6665,47.2530556,-122.4430556
6666,47.6261111,-120.2241667
6667,34.0233333,-84.6155556
6668,27.7705556,-82.6794444
6669,34.0522222,-118.2427778
6670,47.1633333,-122.0255556
6671,37.6688889,-122.0797222
6672,45.5,-73.583333
6673,49.133333,-122.3
6674,30.7916667,-85.6797222
6675,47.6105556,-122.1994444
6676,42.5463889,-71.1741667
6677,38.3605556,-81.7375000
6678,34.186935,-117.338143
6679,38.9516667,-92.3338889
6680,35.8233333,-78.8258333
6681,33.4708333,-81.9750000
6682,34.9616667,-89.8294444
6683,34.5794444,-118.1155556
6684,35.9605556,-85.8141667
6685,39.2902778,-76.6125000
6686,28.635308,77.22496
6687,36.1750000,-115.1363889
6688,41.7711111,-81.0500000
6689,41.7000000,-71.6833333
6690,47.4705556,-122.3455556
6691,52.983333,-122.483333
6692,49.30423,-117.632072
6693,41.6361111,-70.9347222
6694,44.8994444,-109.1502778
6695,40.7786111,-97.2819444
6696,40.6788889,-73.6744444
6697,33.8900000,-84.1430556
6698,40.9791667,-74.1169444
6699,45.6388889,-122.6602778
6700,37.6438889,-98.7372222
6701,46.216667,-63.483333
6702,50.116667,-120.783333
6703,40.7141667,-74.0063889
6704,40.7141667,-74.0063889
6705,41.7758333,-72.5219444
6706,40.3719444,-75.2930556
6707,35.3619444,-86.2094444
6708,41.4994444,-81.6955556
6709,45.416667,-75.7
6710,34.2751500,-118.5498000
6711,39.4561111,-77.9641667
6712,49.133333,-122.3
6713,38.581572,-121.4944
6714,37.3394444,-121.8938889
6715,43.7575000,-122.4952778
6716,41.7636111,-72.6855556
6717,44.3730556,-71.6105556
6718,40.0150000,-105.2700000
6719,39.3722222,-104.8555556
6720,42.4169444,-88.0738889
6721,44.4758333,-73.2125000
6722,41.2230556,-111.9730556
6723,39.9347222,-75.0311111
6724,37.9444444,-87.4052778
6725,42.2222222,-71.0000000
6726,43.0388889,-87.9063889
6727,43.1008333,-75.2330556
6728,33.1958333,-117.3786111
6729,39.4055556,-105.4727778
6730,32.5250000,-93.7500000
6731,46.4083333,-105.8400000
6732,36.4483333,-93.9738889
6733,34.2366667,-84.4908333
6734,45.4533333,-121.1294444
6735,41.1575000,-81.2422222
6736,55.833333,-4.25
6737,33.8536111,-118.1330556
6738,35.6869444,-105.9372222
6739,33.7877778,-117.8522222
6740,45.5236111,-122.6750000
6741,35.9555556,-80.0055556
6742,29.8266667,-82.5969444
6743,36.3119444,-87.7733333
6744,45.8769444,-93.2936111
6745,41.0113889,-95.8819444
6746,47.4958333,-121.7855556
6747,40.900655,-73.806958
6748,42.308644,-83.482116
6749,32.7355556,-97.1077778
6750,44.7677778,-93.2775000
6751,39.6761111,-89.7044444
6752,38.9516667,-92.3338889
6753,41.8500000,-87.6500000
6754,40.7425000,-84.1052778
6755,28.058716,-97.034106
6756,35.9488889,-85.0269444
6757,36.725775,-120.373613
6758,42.8141667,-73.9400000
6759,35.4736111,-81.2547222
6760,51.131258,-0.987425
6761,41.7475000,-74.0872222
6762,42.7369444,-84.4838889
6763,35.5311111,-81.0300000
6764,41.8888889,-87.9033333
6765,38.1494444,-79.0719444
6766,37.0833333,-88.6000000
6767,39.0355556,-104.2966667
6768,41.7700000,-72.3055556
6769,57.7900000,-152.4072222
6770,42.2327778,-76.3427778
6771,35.7719444,-78.6388889
6772,39.0347222,-87.1658333
6773,44.7444444,-68.8375000
6774,35.977039,-83.926653
6775,38.9716667,-95.2350000
6776,47.1719444,-122.5172222
6777,42.883333,-79.233333
6778,35.0669444,-77.3530556
6779,36.2080556,-86.2911111
6780,37.9061111,-122.5438889
6781,47.4741667,-122.2597222
6782,30.2669444,-97.7427778
6783,37.2708333,-79.9416667
6784,27.7705556,-82.6794444
6785,35.1894444,-114.0522222
6786,40.7141667,-74.0063889
6787,38.4666667,-85.9458333
6788,39.0283333,-84.2177778
6789,33.7319444,-84.9191667
6790,42.96316,-86.218365
6791,41.3405556,-87.6213889
6793,40.4841667,-88.9936111
6794,42.5005556,-90.6644444
6795,47.7988889,-122.4969444
6796,40.1416667,-93.8722222
6797,43.1,-79.05
6798,38.194085,-120.977996
6799,40.7141667,-74.0063889
6800,47.6063889,-122.3308333
6801,45.308819,-75.898683
6802,42.5005556,-90.6644444
6803,34.0583333,-106.8908333
6804,46.4083333,-105.8400000
6805,33.8702778,-117.9244444
6806,36.7477778,-119.7713889
6807,54.316667,-130.333333
6808,32.0338889,-84.3927778
6809,27.7519444,-98.0694444
6810,29.9116667,-95.0619444
6811,42.3683333,-83.3527778
6812,38.3030556,-77.4608333
6813,46.521858,-84.34609
6814,44.5647222,-123.2608333
6815,45.762939,-64.186952
6816,33.6680556,-117.3263889
6817,36.183333,5.4
6818,32.0281,-94.3663
6819,43.0797222,-98.2927778
6820,37.7750000,-122.4183333
6821,46.8722222,-113.9930556
6822,44.0747222,-89.2877778
6823,45.6388889,-122.6602778
6824,40.7052778,-80.3013889
6825,40.7022222,-80.2866667
6826,37.3394444,-121.8938889
6827,44.6497222,-93.2425000
6828,44.6497222,-93.2425000
6829,38.2325000,-122.6355556
6830,39.9611111,-82.9988889
6831,39.9388889,-74.1933333
6832,26.2030556,-98.2297222
6833,33.9608333,-83.3780556
6834,39.2902778,-76.6125000
6835,44.3377778,-72.7566667
6836,40.2291667,-74.9372222
6837,33.5919444,-84.2700000
6838,37.7494444,-85.9700000
6839,26.1416667,-81.7950000
6840,41.6977778,-72.7241667
6841,45.5236111,-122.6750000
6842,44.1969444,-72.5025000
6843,40.045592,-86.008596
6844,40.0083333,-79.0783333
6845,43.666667,-79.416667
6846,37.7933333,-79.9941667
6847,39.7627778,-86.3997222
6848,36.0988889,-78.3013889
6849,41.4755556,-81.8394444
6850,47.4811111,-118.2533333
6851,-27.42395,117.897392
6852,39.4452778,-83.8286111
6853,35.4713889,-93.4663889
6854,38.6947222,-120.8138889
6855,39.9522222,-75.1641667
6856,37.2202778,-77.2883333
6857,40.6772222,-74.5180556
6858,34.870966,-82.403252
6859,39.9522222,-75.1641667
6860,39.9611111,-82.9988889
6861,42.230537,-83.74664
6862,47.6063889,-122.3308333
6863,33.5091667,-111.8983333
6864,38.0316667,-85.3425000
6865,38.7133333,-77.7955556
6866,35.0844444,-106.6505556
6867,47.7313889,-122.5511111
6868,46.0647222,-118.3419444
6869,46.9755556,-123.8144444
6870,45.3416667,-123.1861111
6871,47.751074,-120.740139
6872,32.7763889,-79.9311111
6873,32.7763889,-79.9311111
6874,32.7763889,-79.9311111
6875,33.359341,-111.45003
6876,32.753472,-79.952845
6877,32.0833333,-81.1000000
6878,32.7763889,-79.9311111
6879,33.836081,-81.163724
6880,42.2230556,-78.0347222
6881,39.9205556,-105.0861111
6882,44.0216667,-92.4697222
6883,48.4213889,-122.3327778
6884,44.2911111,-105.5016667
6885,32.2216667,-110.9258333
6886,29.7630556,-95.3630556
6887,46.8772222,-96.7894444
6888,35.2269444,-80.8433333
6890,41.8297222,-86.2541667
6891,39.1369444,-76.6986111
6892,42.6827778,-89.0186111
6893,43.926896,2.146343
6894,43.6630556,-116.6863889
6895,46.0086111,-122.8433333
6896,32.3475000,-97.3863889
6897,45.0655556,-93.2016667
6898,29.0558333,-95.4097222
6899,38.5413889,-89.2636111
6900,34.6380556,-99.3336111
6901,51.514125,-.093689
6903,37.6700000,-106.6391667
6904,44.9800000,-93.2636111
6905,40.904819,-75.111565
6906,34.8986111,-117.0219444
6907,46.216667,-63.483333
6908,37.315326,-93.5852
6909,37.315326,-93.5852
6910,33.663914,-114.229949
6911,39.3602778,-104.5963889
6912,29.7630556,-95.3630556
6913,55.833333,-4.25
6914,29.4238889,-98.4933333
6915,39.3391667,-94.2258333
6916,33.8313889,-118.2811111
6917,41.2586111,-95.9375000
6918,31.7586111,-106.4863889
6919,5.976474,116.115777
6920,34.0952778,-118.1261111
6921,41.177204,-76.050795
6922,38.3500000,-104.7222222
6923,38.3500000,-104.7222222
6924,32.162413,34.844675
6925,35.2822222,-91.3652778
6926,37.9780556,-122.0300000
6927,38.7910000,-94.2673000
6928,30.2238889,-92.0197222
6929,39.9852778,-104.8200000
6930,33.9561111,-83.9880556
6931,36.6102778,-88.3147222
6932,41.5316667,-89.2797222
6933,37.6688889,-122.0797222
6934,38.342773,-90.366819
6935,39.1141667,-94.6272222
6936,34.092809,-118.328661
6937,43.0480556,-76.1477778
6938,33.325,44.422
6939,32.3666667,-86.3000000
6940,32.4283333,-90.1322222
6941,38.597626,-80.454903
6943,35.2783333,-93.1336111
6944,45.7186111,-123.9338889
6945,38.7072222,-121.2800000
6946,47.6063889,-122.3308333
6947,36.8416667,-82.2252778
6948,33.5091667,-111.8983333
6949,37.6791667,-95.4569444
6950,34.9247222,-81.0252778
6951,40.9730556,-117.7347222
6952,41.805698,123.431475
6953,40.7141667,-74.0063889
6954,37.9230556,-90.5552778
6955,33.5805556,-112.2366667
6956,32.6097222,-85.4808333
6957,34.7302778,-86.5861111
6958,37.6391667,-120.9958333
6959,33.6305556,-112.3325000
6960,42.7022222,-83.4027778
6961,41.7611111,-93.8241667
6962,38.6580556,-77.2500000
6963,60.631811,24.857883
6964,42.9633333,-85.6680556
6965,41.2586111,-95.9375000
6966,41.611143,-86.722719
6967,38.6877778,-77.2980556
6968,38.5816667,-121.4933333
6969,45.1230556,-92.5363889
6970,34.6980556,-118.1358333
6971,54.911944,-1.383333
6972,37.4027778,-82.8063889
6973,32.7152778,-117.1563889
6974,34.1513889,-89.6313889
6975,38.6055556,-86.1011111
6976,38.5816667,-121.4933333
6977,45.0105556,-93.4552778
6978,44.9800000,-93.2636111
6979,36.4072222,-105.5725000
6980,42.3313889,-83.0458333
6981,45.0244444,-123.9452778
6982,42.2708333,-83.7263889
6983,37.1875000,-78.2016667
6984,41.6638889,-83.5552778
6985,39.729432,-104.83192
6986,37.1972222,-87.0363889
6987,45.1680556,-84.9161111
6988,44.0805556,-103.2305556
6989,37.8391667,-94.3544444
6990,38.6786111,-121.7722222
6991,33.9533333,-117.3952778
6992,42.9105556,-87.8605556
6993,42.43565,-82.691543
6994,47.6063889,-122.3308333
6995,36.1750000,-115.1363889
6996,45.5,-73.583333
6997,41.8238889,-71.4133333
6998,41.2333333,-80.4488889
6999,40.7141667,-74.0063889
7000,21.3155556,-158.0072222
7001,51.483333,.333333
7002,41.6580556,-90.5844444
7003,28.5380556,-81.3794444
7004,43.1008333,-75.2330556
7005,33.5205556,-86.8025000
7006,39.8855556,-104.9866667
7007,47.8211111,-122.3138889
7008,36.7758333,-121.6686111
7009,39.4805556,-86.0550000
7010,32.7833333,-96.8000000
7011,37.4850000,-119.9652778
7012,38.3030556,-77.4608333
7013,38.910841,-94.382172
7014,40.8694444,-84.5841667
7015,39.0911111,-94.4152778
7016,42.5377778,-83.2330556
7017,36.019018,129.343481
7018,39.6536111,-91.7344444
7019,39.9522222,-75.1641667
7020,35.3733333,-119.0177778
7021,41.5563889,-73.3091667
7022,37.7750000,-122.4183333
7023,37.2708333,-79.9416667
7024,41.5563889,-73.3091667
7025,47.4019444,-122.3230556
7026,39.7588889,-84.1916667
7027,41.2269444,-80.2400000
7028,37.3394444,-121.8938889
7029,44.860556,24.867778
7030,42.670782,-83.032993
7031,41.7658333,-83.6280556
7032,41.7830556,-123.0591667
7033,40.7141667,-74.0063889
7034,39.290385,-76.612189
7035,43.383333,-80.316667
7036,48.1202778,-114.4558333
7037,47.4602778,-114.8819444
7038,47.6063889,-122.3308333
7039,30.3405556,-97.5566667
7040,33.9813889,-81.2363889
7041,33.6305556,-112.3325000
7042,40.7608333,-111.8902778
7043,36.6305556,-119.6775000
7044,40.209444,-74.4375
7045,31.4627778,-90.8500000
7046,39.6472222,-75.9688889
7047,32.7833333,-96.8000000
7048,45.492034,-73.504175
7049,44.6366667,-123.1047222
7050,35.0844444,-106.6505556
7051,64.8377778,-147.7163889
7052,38.7508333,-77.4755556
7053,50.716667,-1.166667
7054,38.4177778,-82.5863889
7055,40.4677778,-84.1805556
7056,36.1450000,-82.4169444
7057,40.7141667,-74.0063889
7058,47.9786111,-122.3544444
7059,41.599581,-83.589602
7060,44.9430556,-123.0338889
7061,44.9430556,-123.0338889
7062,64.8377778,-147.7163889
7063,34.6991667,-86.7483333
7064,34.6991667,-86.7483333
7065,40.8813889,-82.6619444
7066,26.1272222,-80.2333333
7067,47.6063889,-122.3308333
7068,35.7563889,-83.9705556
7069,25.4683333,-80.4777778
7070,45.4983333,-122.4302778
7071,40.7141667,-74.0063889
7072,44.9444444,-93.0930556
7074,44.3530556,-121.1766667
7075,40.0394444,-84.2033333
7076,43.0480556,-76.1477778
7077,40.7105556,-90.2661111
7078,44.1622222,-97.0186111
7079,40.598187,-124.157276
7080,41.0813889,-81.5191667
7081,42.7647222,-71.4402778
7083,40.1944444,-105.5250000
7084,29.4238889,-98.4933333
7086,43.7,-80.366667
7087,36.7477778,-119.7713889
7088,33.448377,-112.074037
7089,39.6005556,-82.9461111
7090,36.1988889,-115.1166667
7091,30.2750000,-89.7811111
7092,41.1400000,-104.8197222
7093,43.1008333,-75.2330556
7094,33.4669444,-117.6972222
7095,29.7630556,-95.3630556
7096,34.2572222,-118.4661111
7097,34.3847222,-118.5300000
7098,27.9472222,-82.4586111
7099,6.168561,116.234834
7100,33.783881,-84.354671
7101,32.7252778,-114.6236111
7102,44.7394444,-93.1255556
7103,36.8188889,-76.2752778
7104,29.7630556,-95.3630556
7105,32.2216667,-110.9258333
7106,54.2,-5.883333
7107,47.9130556,-122.0969444
7108,38.8338889,-104.8208333
7109,33.4483333,-112.0733333
7110,32.8961111,-109.8269444
7111,34.7488889,-112.1130556
7112,46.2113889,-119.1361111
7113,30.6033333,-87.9036111
7114,42.6375000,-70.9500000
7115,37.5422222,-122.5150000
7116,34.2541667,-110.0291667
7117,47.3225000,-122.3113889
7118,40.2338889,-111.6577778
7119,24.5552778,-81.7827778
7120,36.9086111,-111.4727778
7121,37.8361111,-87.5900000
7122,33.6888889,-78.8869444
7123,39.1611111,-89.4936111
7124,34.0522222,-118.2427778
7125,32.9125000,-96.6386111
7126,45.6388889,-122.6602778
7127,32.3122222,-106.7777778
7128,46.7833333,-92.1063889
7129,35.7141667,-83.5102778
7130,31.968599,-99.901813
7131,42.0333333,-87.8833333
7132,32.3122222,-106.7777778
7133,33.4936111,-117.1475000
7134,38.3527778,-120.9316667
7135,42.126116,-83.257233
7136,44.005556,-79.573488
7137,37.7652778,-122.2405556
7138,43.166667,-79.466667
7139,40.7608333,-111.8902778
