,latitude,longitude
220,38.8697222,-106.9872222
221,36.1538889,-95.9925000
222,34.1111111,-109.2908333
223,36.7280556,-76.5838889
224,33.8352778,-117.9136111
225,34.2255556,-77.9450000
226,39.1155556,-77.5638889
227,48.1191667,-96.1808333
228,41.7075000,-86.8950000
229,37.3230556,-122.0311111
230,42.7675000,-78.7441667
231,40.2736111,-76.8847222
232,41.5930556,-81.5269444
233,34.3769444,-82.6958333
234,42.5250000,-71.7602778
235,41.0263889,-73.6288889
236,32.8544444,-79.9750000
237,37.615223,-122.389979
238,38.7891667,-77.1875000
239,41.1669444,-73.2052778
240,45.4077778,-122.5691667
241,31.4636111,-100.4366667
242,41.8525000,-72.6441667
243,41.7886111,-89.6961111
244,47.9791667,-122.2008333
245,35.8752778,-110.6197222
246,42.6525000,-73.7566667
247,33.7738889,-117.9405556
248,25.7738889,-80.1938889
249,33.8352778,-117.9136111
250,42.7283333,-73.6922222
251,36.7280556,-108.2180556
252,34.6100000,-112.3150000
253,42.0963889,-79.3758333
254,51.316667,-.266667
255,41.5500000,-71.4666667
256,41.3500000,-72.0788889
257,42.468164,-71.014118
258,37.6086111,-77.3736111
259,35.947474,-86.488367
260,43.25,-79.833333
261,41.5622222,-72.6511111
262,41.4819444,-81.7983333
263,39.9625000,-76.7280556
264,41.1238889,-100.7650000
265,39.5297222,-84.0866667
266,41.1669444,-73.2052778
267,37.615223,-122.389979
268,32.7152778,-117.1563889
269,42.5802778,-83.0302778
270,43.0480556,-76.1477778
271,43.0480556,-76.1477778
272,38.8338889,-104.8208333
273,32.9975000,-87.6300000
274,40.7141667,-74.0063889
275,44.136076,-79.308339
276,32.3122222,-106.7777778
277,37.7305556,-88.9330556
278,37.3394444,-121.8938889
279,33.4483333,-112.0733333
280,46.6022222,-120.5047222
281,30.2669444,-97.7427778
282,36.3436111,-83.2841667
283,46.8219444,-123.0950000
284,41.1147222,-74.1500000
285,33.7397222,-116.4119444
286,40.858433,-74.163755
287,28.0777778,-82.7638889
288,41.4488889,-82.7080556
289,36.864209,-86.710273
290,38.6272222,-90.1977778
291,45.416667,-75.7
292,40.9780556,-81.7822222
293,45.716667,-67
294,44.4905556,-73.1113889
295,29.9938889,-90.2416667
296,39.7463889,-84.2866667
297,42.7647222,-71.4402778
298,42.9275000,-83.6300000
299,44.7791667,-93.3361111
300,42.4775000,-83.0277778
301,42.3086111,-83.4822222
302,42.033333,-82.75
303,39.1611111,-80.3522222
304,42.7647222,-71.4402778
305,26.9338889,-80.0944444
306,42.5294444,-83.7802778
307,-23.697479,133.883621
308,44.9133333,-93.5030556
309,38.3708333,-90.5002778
311,41.2455556,-89.9247222
312,41.2455556,-89.9247222
313,35.0844444,-106.6505556
314,39.7763889,-74.8627778
315,33.9533333,-117.3952778
316,43.431646,-103.474362
317,40.7141667,-74.0063889
318,38.4191667,-82.4452778
319,46.8083333,-100.7833333
320,36.6336111,-81.7838889
321,64.066667,-21.95
323,37.5422222,-122.5150000
325,36.5452778,-82.6611111
326,39.7944444,-87.3958333
327,39.7944444,-87.3958333
328,44.3875000,-68.2044444
329,38.4088889,-121.3705556
330,32.3666667,-86.3000000
331,46.3,-63.216667
332,34.0522222,-118.2427778
333,45.124411,-92.673537
334,41.9438889,-85.6325000
335,45.2630556,-122.6913889
336,45.333333,-80.033333
337,42.0386111,-78.3411111
338,42.0386111,-78.3411111
339,42.0386111,-78.3411111
340,42.0386111,-78.3411111
341,36.6230556,-93.1638889
342,40.9730556,-117.7347222
343,42.1947222,-122.7083333
344,37.6866667,-96.9763889
345,30.3880556,-95.6961111
346,36.4011111,-93.7377778
347,37.704344,-88.426757
348,41.9316667,-87.9888889
349,51.514125,-.093689
350,43.9747222,-75.9111111
351,38.7138889,-121.4616667
352,52.75,-3.883333
353,33.9791667,-118.0319444
354,45.1244444,-92.6733333
355,64.8377778,-147.7163889
356,39.7391667,-104.9841667
357,31.2516667,-89.8375000
358,39.2191667,-121.0600000
359,40.7425000,-84.1052778
360,37.2152778,-93.2980556
361,39.5297222,-119.8127778
362,42.1625000,-71.0416667
363,32.7833333,-96.8000000
364,32.7152778,-117.1563889
365,43.6666667,-92.9744444
366,40.7141667,-74.0063889
367,39.3280556,-120.1822222
368,37.916104,-85.956247
369,43.4197222,-85.8000000
370,41.492537,-99.901813
371,38.7297222,-120.7975000
372,40.0991667,-104.9366667
373,39.1652778,-86.5263889
374,39.0911111,-94.4152778
375,21.3069444,-157.8583333
376,34.0522222,-118.2427778
377,44.9194444,-123.3158333
378,39.7327778,-75.1319444
379,37.3394444,-121.8938889
380,27.477936,-99.549573
381,36.6777778,-121.6544444
382,35.1186111,-120.5897222
383,36.7477778,-119.7713889
384,41.314497,-81.83569
385,27.5061111,-99.5072222
386,48.6969444,-122.9041667
387,26.6155556,-80.0572222
388,42.9638889,-78.7380556
389,52.683333,-2.016667
390,28.1875000,-82.7397222
391,44.8041667,-93.1666667
392,36.188137,-94.540496
393,39.32098,-111.093731
394,40.6808333,-112.2622222
395,21.344507,-157.974891
396,33.5805556,-112.2366667
397,33.3702778,-112.5830556
398,32.8794444,-111.7566667
399,33.4147222,-111.9086111
400,30.6941667,-88.0430556
401,40.8527778,-74.0425000
402,42.2711111,-95.0927778
403,53.433333,-1.35
404,36.1658333,-86.7844444
405,41.615591,-87.529487
406,43.161748,-70.648258
407,34.746481,-92.289595
408,47.8211111,-122.3138889
409,34.0625000,-118.1219444
410,47.0227778,-91.6705556
411,30.4211111,-87.2169444
412,30.6322222,-87.0397222
413,51.816667,-1.283333
414,34.2241667,-118.2391667
415,36.3955556,-97.8780556
416,35.5361111,-100.9594444
417,43.2127778,-75.4561111
418,39.0297222,-84.3663889
419,45.2944444,-123.1752778
420,45.4077778,-122.5691667
421,-27.597553,152.7455
422,47.6063889,-122.3308333
423,41.4958333,-87.8486111
424,35.0241667,-81.0280556
425,30.2458333,-87.7008333
426,51.514125,-.093689
427,46.62794,14.30899
428,34.1480556,-117.9980556
429,25.9013889,-97.4972222
430,37.9780556,-122.0300000
431,35.6708333,-80.4744444
432,-27.088079,152.928057
433,41.1669444,-73.2052778
434,39.5122222,-76.7697222
435,33.9533333,-117.3952778
436,26.1416667,-81.7950000
437,31.2577778,-95.9780556
438,41.885738,-87.969213
439,35.0844444,-106.6505556
440,34.0522222,-118.2427778
441,48.50389,-122.23611
442,40.7616667,-73.3297222
443,37.9833333,-75.8541667
444,47.55,-52.666667
445,42.3713889,-83.4702778
446,33.5386111,-112.1852778
447,38.2541667,-85.7594444
448,32.9027778,-96.5636111
449,26.7052778,-80.0366667
450,41.9666667,-71.5500000
451,39.5741667,-86.8652778
452,43.0730556,-89.4011111
453,33.8491667,-118.3875000
454,46.553733,-120.383162
455,42.6525000,-73.7566667
456,26.7052778,-80.0366667
457,38.6786111,-121.2247222
458,44.8277778,-92.9436111
459,34.1361111,-117.8644444
460,33.0416667,-116.8672222
461,37.5958333,-122.0180556
462,42.586888,-82.919551
463,37.8902778,-88.3030556
464,36.0397222,-114.9811111
465,37.6775000,-113.0611111
466,41.6005556,-93.6088889
467,41.6361111,-70.9347222
468,41.3325000,-73.2077778
469,33.9133333,-78.3041667
470,37.7622222,-84.8433333
471,42.2625000,-71.8027778
472,40.6377778,-74.4513889
473,42.6105556,-71.2347222
474,38.80261,-116.419389
475,40.695655,-73.325675
476,41.6347222,-84.9994444
477,46.6022222,-120.5047222
478,39.2544444,-76.7002778
479,41.2788889,-75.8786111
480,43.0830556,-73.7850000
481,41.2052778,-76.0052778
482,32.3122222,-106.7777778
483,47.3525000,-121.9825000
484,40.1550000,-74.8291667
485,33.4483333,-112.0733333
486,41.6572222,-87.6800000
487,33.1283333,-107.2522222
488,43.4194444,-83.9508333
489,43.25,-79.833333
490,41.7297222,-93.6055556
491,26.8230556,-80.1388889
492,43.866667,-79.033333
493,42.2916667,-85.5872222
494,38.9716667,-95.2350000
495,40.9780556,-81.7822222
496,39.103118,-84.51202
497,32.7394444,-114.6338889
498,44.4905556,-73.1113889
499,54.203611,-110.306667
500,39.1619444,-84.4569444
501,39.1619444,-84.4569444
502,26.1416667,-81.7950000
503,43.4194444,-83.9508333
504,32.543889,-83.596111
505,39.1619444,-84.4569444
506,38.9458333,-84.6805556
507,42.4736111,-72.0066667
508,33.5966667,-83.8602778
509,39.7463889,-84.2866667
510,43.0297222,-76.0047222
511,26.9338889,-80.0944444
512,28.0833333,-80.6083333
513,45.3561111,-92.6333333
514,41.8800000,-88.0077778
515,45.583333,-72
516,42.670782,-83.032993
517,40.8758333,-81.4025000
518,42.4566667,-83.9463889
519,37.4791667,-82.5188889
520,33.590355,130.401716
521,39.0997222,-94.5783333
522,38.7230556,-80.6500000
523,38.007059,-119.012259
524,43.3652778,-72.1738889
525,61.9919444,-146.7686111
526,42.0216667,-91.3597222
527,40.9166667,-74.1722222
528,70.292489,-161.903334
529,40.7141667,-74.0063889
530,39.7338889,-90.2288889
532,41.6638889,-83.5552778
533,36.1538889,-95.9925000
534,36.1658333,-86.7844444
535,36.0688889,-79.4008333
537,30.3958333,-88.8852778
538,37.2438889,-77.4105556
539,41.5241667,-76.4011111
540,53.55,-113.5
541,42.8863889,-78.8786111
542,48.5127778,-122.6113889
543,42.1083333,-91.2850000
544,44.5647222,-123.2608333
545,42.5680556,-78.4791667
546,38.8922222,-89.4130556
547,56.031639,-121.905722
548,44.9800000,-93.2636111
549,42.3583333,-71.0602778
551,43.3616667,-70.4772222
552,37.7750000,-122.4183333
554,44.233333,-76.483333
555,40.7141667,-74.0063889
556,36.3727778,-94.2086111
557,41.524898,-119.05102
558,27.9472222,-82.4586111
559,40.7141667,-74.0063889
560,-33.137551,81.826172
561,34.1477778,-118.1436111
562,37.9388889,-97.0194444
563,33.2147222,-97.1327778
564,31.6261111,-97.5997222
565,47.8555556,-121.9697222
566,35.002778,-82.652778
567,44.3977778,-122.7350000
568,39.7927778,-87.3708333
569,36.8527778,-75.9783333
570,39.1652778,-86.5263889
571,45.012466,-92.991883
572,43.2166667,-123.3405556
573,36.9086111,-116.7583333
574,35.1405556,-85.2327778
575,41.2377778,-81.9316667
576,33.2147222,-97.1327778
577,40.4188889,-80.5897222
578,39.92077,32.85411
579,46.4736111,-93.8986111
580,40.7841667,-74.6972222
582,44.314844,-85.602364
583,33.0580556,-112.0469444
584,40.9636111,-81.3313889
585,43.0986111,-77.4422222
586,28.0611111,-82.3025000
587,38.161861,-121.611621
588,33.7091667,-117.9527778
589,40.5763889,-124.2627778
590,35.9983333,-76.9463889
591,31.0944444,-92.4002778
592,40.9852778,-86.8794444
593,51.394943,-0.19446
594,33.7922222,-118.3141667
595,39.2402778,-76.8397222
596,42.8863889,-78.8786111
597,47.0380556,-122.8994444
598,40.4405556,-79.9961111
599,40.3161111,-74.5141667
600,37.5483333,-121.9875000
601,34.1469444,-86.1305556
602,40.2977778,-77.8744444
603,40.7280556,-74.0780556
604,32.7916667,-93.0555556
605,43.5688889,-86.0394444
606,38.056468,-83.943256
607,29.383845,-94.9027
608,42.9572222,-83.8305556
609,52.466667,-1.916667
610,42.5611111,-71.5902778
611,40.256648,-79.818468
612,35.8966667,-77.5361111
613,44.4269444,-124.0675000
614,34.2572222,-118.6002778
615,43.5341667,-70.9102778
616,27.9375000,-82.2861111
617,43.4133333,-86.0794444
618,34.9852778,-80.5497222
619,41.7386111,-80.7700000
620,35.423335,-120.618785
621,38.9716667,-95.2350000
622,42.2250000,-121.7805556
623,41.389491,-82.019032
624,40.0638889,-80.7211111
625,26.7052778,-80.0366667
626,46.216667,-63.483333
627,43.2166667,-123.3405556
628,43.1488889,-72.3611111
629,36.0988889,-78.3013889
630,41.5963889,-73.9113889
631,43.9147222,-113.6125000
633,37.9900000,-84.1797222
634,39.7338889,-90.2288889
635,41.5619444,-73.6030556
636,38.6172222,-121.3272222
637,44.8830556,-68.6725000
638,48.0511111,-119.9022222
639,33.7358333,-118.2913889
640,42.0969444,-79.2355556
641,34.8297222,-82.6016667
642,33.7800000,-118.2616667
643,35.7563889,-83.9705556
644,34.7463889,-92.2894444
646,36.1325000,-88.5186111
647,36.1750000,-115.1363889
648,34.7047222,-85.2819444
649,38.812963,-120.030183
650,32.5402778,-82.9038889
651,37.2152778,-93.2980556
652,32.5005556,-94.7402778
653,36.364127,-78.527751
654,33.4147222,-111.9086111
655,40.2986111,-83.0680556
656,45.4297222,-108.5325000
657,36.3377778,-96.8036111
658,40.7141667,-74.0063889
659,31.243787,-90.453153
660,42.1486111,-72.6083333
661,34.4208333,-119.6972222
662,38.2430556,-93.3816667
663,36.1750000,-115.1363889
664,40.4436111,-76.4286111
665,41.6611111,-91.5300000
666,45.4208333,-122.6694444
667,45.4208333,-122.6694444
668,38.4783333,-82.6380556
669,40.4619444,-78.2000000
670,51.021111,-3.104722
671,52.355518,-1.17432
672,38.3566667,-121.9866667
673,41.5733333,-87.7844444
674,40.6836111,-73.5105556
675,30.2669444,-97.7427778
676,37.8244444,-122.2305556
677,43.1977778,-70.8741667
678,38.609741,-122.254045
679,29.7630556,-95.3630556
680,39.2275000,-83.2705556
681,40.7141667,-74.0063889
682,37.3230556,-122.0311111
683,32.8338889,-109.7069444
684,30.1577778,-95.4891667
685,47.4736111,-94.8800000
687,32.9125000,-96.6386111
688,42.4811111,-74.6108333
689,43.804133,-120.554201
690,35.2269444,-80.8433333
691,44.5191667,-88.0197222
692,34.6422222,-82.4561111
693,41.6527778,-70.2833333
694,41.1416667,-87.8750000
695,43.4222222,-123.2972222
696,36.6913889,-79.8727778
697,33.0183333,-80.1758333
698,28.0391667,-81.9500000
699,41.7355556,-111.8336111
700,45.5236111,-122.6750000
701,45.2113889,-122.9755556
702,47.0566667,-122.7000000
703,35.2333333,-106.6638889
704,37.2255556,-107.5975000
705,40.9480556,-79.7430556
706,37.7750000,-122.4183333
707,42.0372222,-88.2811111
708,32.9594444,-117.2644444
709,32.8472222,-117.2733333
710,42.9955556,-71.4552778
711,40.7419444,-95.0380556
713,53.383333,-2.6
714,39.987271,-90.763463
715,40.3513889,-90.3244444
716,39.9202778,-80.7433333
717,44.7930556,-89.7030556
718,29.4238889,-98.4933333
719,41.8327778,-87.9288889
720,45.5236111,-122.6750000
721,41.3683333,-82.1077778
722,40.7141667,-74.0063889
723,35.2225000,-97.4391667
724,36.1750000,-115.1363889
725,36.241416,-115.050807
726,25.7738889,-80.1938889
727,42.087675,-75.961581
728,39.0911111,-94.4152778
729,51.312374,3.132768
730,47.3444444,-122.7619444
731,41.7991667,-85.4191667
732,43.866667,-79.266667
733,31.84694,120.872862
734,36.9613889,-120.0597222
735,37.9577778,-121.2897222
736,33.3061111,-111.8405556
737,37.5202778,-122.2747222
738,44.3000000,-120.8333333
739,56.15,-3.75
740,39.0397222,-77.0555556
741,35.0844444,-106.6505556
742,30.1658333,-81.7066667
743,38.8338889,-104.8208333
744,40.3461111,-94.8722222
745,-37.653829,145.517006
746,35.6144444,-88.8138889
747,42.9047222,-76.3944444
748,47.6063889,-122.3308333
749,39.0997222,-94.5783333
750,44.3147222,-84.7647222
751,44.1897222,-70.1408333
752,36.778261,-119.417932
753,42.8922222,-76.1055556
754,48.9466667,-122.4508333
755,42.6525000,-73.7566667
756,40.7141667,-74.0063889
757,-5.129547,-80.120569
758,36.7161111,-77.0683333
759,22.396428,114.109497
760,40.6766667,-95.8588889
761,37.8044444,-122.2697222
762,48.9202778,-122.3413889
763,48.1172222,-122.7591667
764,47.9130556,-122.0969444
765,47.2033333,-122.2391667
766,38.2544444,-104.6086111
767,47.6063889,-122.3308333
768,47.6063889,-122.3308333
769,47.6063889,-122.3308333
770,47.3811111,-122.2336111
771,47.8211111,-122.3138889
772,46.8883333,-122.6872222
773,42.6011111,-89.6383333
774,40.616187,-79.72411
775,41.9269444,-73.9977778
776,35.6869444,-105.9372222
777,39.1730556,-77.2719444
778,39.337515,20.289964
779,35.0241667,-110.6966667
780,47.9480556,-116.7069444
781,35.1472222,-107.8508333
782,48.0319444,-122.7569444
783,28.5380556,-81.3794444
784,40.7141667,-74.0063889
785,40.7141667,-74.0063889
786,37.6941667,-122.0852778
787,47.8108333,-122.3761111
788,40.5219444,-111.9383333
789,40.7141667,-74.0063889
790,43.5008333,-70.4433333
791,47.6741667,-122.1202778
792,44.3,-78.333333
793,33.7669444,-118.1883333
794,42.6566667,-83.7530556
795,34.0233333,-84.6155556
796,40.773662,-81.460856
797,32.7152778,-117.1563889
798,47.6105556,-122.1994444
799,37.9236111,-104.9297222
800,36.4469444,-95.7080556
801,42.0666667,-72.8619444
802,52.983333,-122.483333
803,49.51397,-117.618387
804,39.6005556,-82.9461111
805,37.465053,-90.346784
806,42.7255556,-77.8744444
807,40.8022222,-124.1625000
808,36.1750000,-115.1363889
809,35.0844444,-106.6505556
810,37.5536111,-77.4605556
811,32.2216667,-110.9258333
812,27.860302,-80.447274
813,51.883333,-.516667
814,43.2500000,-85.1330556
815,52.133333,-106.666667
816,41.462072,-87.894245
817,39.1269000,-92.4399000
818,41.6027778,-87.7438889
819,41.6027778,-87.7438889
820,41.6302778,-87.8538889
821,41.5733333,-87.7844444
822,41.626389,-87.711667
823,41.6302778,-87.8538889
824,41.6302778,-87.8538889
825,41.6252778,-87.7175000
826,41.6027778,-87.7438889
827,41.6027778,-87.7438889
828,41.626389,-87.711667
829,41.5733333,-87.7844444
830,41.5733333,-87.7844444
831,41.5733333,-87.7844444
832,41.5733333,-87.7844444
833,41.5733333,-87.7844444
834,41.5733333,-87.7844444
835,41.5733333,-87.7844444
836,41.6027778,-87.7438889
837,41.7205556,-87.7016667
838,41.6688889,-87.7386111
839,41.6611111,-87.7525000
840,41.1338889,-81.4847222
841,41.8777778,-87.9027778
842,41.4225000,-87.9858333
843,41.6027778,-87.7438889
844,41.6027778,-87.7438889
845,41.6027778,-87.7438889
846,41.5733333,-87.7844444
847,41.6316667,-87.6813889
848,38.5730556,-82.8302778
849,25.4683333,-80.4777778
850,45.1427778,-84.6602778
851,35.0844444,-106.6505556
852,26.6155556,-80.0572222
853,33.4483333,-112.0733333
854,34.0522222,-118.2427778
855,26.7052778,-80.0366667
856,41.05143,-86.603065
857,45.1888889,-93.5527778
858,30.6647222,-97.9222222
859,37.3394444,-121.8938889
860,43.25,-79.833333
861,38.2972222,-122.2844444
862,39.4733333,-82.7394444
863,35.4675000,-97.5161111
864,52.75,1.3
865,45.50867,-73.553992
866,45.0700000,-85.2644444
867,49.972636,-98.282777
868,41.5733333,-87.7844444
869,44.314844,-85.602364
870,41.9025000,-85.7994444
871,35.2333333,-106.6638889
872,40.182846,29.067084
873,32.8138889,-96.9486111
874,34.0094444,-118.1044444
875,33.223191,43.679291
876,40.5122222,-74.8597222
877,40.7141667,-74.0063889
878,32.7938889,-79.8627778
879,41.6269444,-88.2038889
880,39.1886111,-91.9827778
881,42.068889,-123.720833
882,43.0700000,-94.2327778
883,48.7838889,-117.8105556
884,41.714918,-71.463612
885,39.5786111,-76.6158333
886,36.1750000,-115.1363889
887,30.2669444,-97.7427778
888,47.5675000,-121.8875000
889,45.6666667,-122.5597222
890,46.7313889,-117.1786111
891,47.6063889,-122.3308333
892,42.7675000,-78.7441667
893,33.635026,-85.795908
894,47.6063889,-122.3308333
895,38.7522222,-121.2869444
896,37.963699,-104.838261
897,35.6869444,-105.9372222
898,33.800592,-112.204047
899,35.0241667,-110.6966667
900,37.3791667,-105.0997222
901,35.5830556,-105.7694444
902,32.7700000,-108.2797222
903,35.4194444,-109.4958333
904,40.0150000,-105.2700000
905,38.4000000,-105.2166667
906,35.517491,-86.580447
907,39.7391667,-104.9841667
908,39.604851,-106.356612
909,39.2247222,-106.0013889
910,39.0216667,-105.7952778
911,39.9161111,-106.7250000
912,38.3500000,-104.7222222
913,35.6869444,-105.9372222
914,36.4072222,-105.5725000
915,38.8966667,-104.9716667
916,40.0150000,-105.2700000
917,38.7466667,-105.1777778
918,32.486673,-91.963994
919,36.9033333,-104.4386111
920,36.9033333,-104.4386111
921,39.4369444,-104.9591667
922,39.6375000,-106.0613889
923,39.0916667,-104.8722222
924,38.3500000,-104.7222222
925,36.7280556,-108.2180556
926,33.9177778,-106.8652778
927,33.1191667,-117.0855556
928,34.0522222,-118.2427778
929,39.7588889,-84.1916667
930,44.383333,-79.7
931,-34.928661,138.598633
932,34.683983,-83.67435
933,34.0141667,-86.0066667
934,35.2269444,-80.8433333
935,39.1752778,-89.6541667
936,40.0680556,-82.5197222
937,34.9236111,-77.7741667
938,30.3641667,-85.4383333
939,21.3155556,-158.0072222
940,52.766667,-108.283333
941,35.2080556,-82.2386111
942,31.7380556,-99.9469444
943,40.7616667,-73.3297222
944,28.8002778,-81.2733333
945,37.7022222,-121.9347222
946,35.0886111,-92.4419444
947,3.139003,101.686855
948,41.4747222,-84.5525000
949,40.6627778,-73.5519444
950,38.4191667,-82.4452778
951,37.4136111,-79.1425000
952,34.8116667,-88.1900000
953,34.9702778,-78.9455556
954,36.6080556,-94.4475000
955,32.7833333,-96.8000000
956,33.5861111,-86.2861111
957,41.7000000,-71.4166667
958,33.5772222,-96.1780556
959,50.183333,-98.316667
960,33.9175000,-116.7863889
961,42.8613889,-105.8716667
962,48.0519444,-122.1758333
963,29.3836111,-94.9025000
964,35.7211111,-77.9158333
965,43.4666667,-112.0333333
966,47.5963889,-120.6602778
967,47.4830556,-122.2158333
968,33.8225000,-85.8927778
969,40.183333,44.516667
970,47.0344444,-122.8219444
971,41.3494444,-85.1355556
972,32.7355556,-97.1077778
973,37.3688889,-122.0352778
974,36.5483333,-82.5619444
975,39.340925,-80.018966
976,33.1730556,-84.9150000
977,41.8786111,-71.3830556
